id,name,acronym,allen_ccf_id,allen_ccf_id_path,color_hex_triplet
1491,Visual areas layer 6b (left),VIS6b,-497,-997/-8/-567/-688/-695/-315/-669/-497/,08858C
1492,Anterolateral visual area (left),VISal,-402,-997/-8/-567/-688/-695/-315/-669/-402/,08858C
1493,Anterolateral visual area layer 1 (left),VISal1,-1074,-997/-8/-567/-688/-695/-315/-669/-402/-1074/,08858C
1494,Anterolateral visual area layer 2/3 (left),VISal2/3,-905,-997/-8/-567/-688/-695/-315/-669/-402/-905/,08858C
1495,Anterolateral visual area layer 4 (left),VISal4,-1114,-997/-8/-567/-688/-695/-315/-669/-402/-1114/,08858C
1496,Anterolateral visual area layer 5 (left),VISal5,-233,-997/-8/-567/-688/-695/-315/-669/-402/-233/,08858C
1497,Anterolateral visual area layer 6a (left),VISal6a,-601,-997/-8/-567/-688/-695/-315/-669/-402/-601/,08858C
1498,Anterolateral visual area layer 6b (left),VISal6b,-649,-997/-8/-567/-688/-695/-315/-669/-402/-649/,08858C
1499,Anteromedial visual area (left),VISam,-394,-997/-8/-567/-688/-695/-315/-669/-394/,08858C
1500,Anteromedial visual area layer 1 (left),VISam1,-281,-997/-8/-567/-688/-695/-315/-669/-394/-281/,08858C
1501,Anteromedial visual area layer 2/3 (left),VISam2/3,-1066,-997/-8/-567/-688/-695/-315/-669/-394/-1066/,08858C
1502,Anteromedial visual area layer 4 (left),VISam4,-401,-997/-8/-567/-688/-695/-315/-669/-394/-401/,08858C
1503,Anteromedial visual area layer 5 (left),VISam5,-433,-997/-8/-567/-688/-695/-315/-669/-394/-433/,08858C
1504,Anteromedial visual area layer 6a (left),VISam6a,-1046,-997/-8/-567/-688/-695/-315/-669/-394/-1046/,08858C
1505,Anteromedial visual area layer 6b (left),VISam6b,-441,-997/-8/-567/-688/-695/-315/-669/-394/-441/,08858C
1506,Lateral visual area (left),VISl,-409,-997/-8/-567/-688/-695/-315/-669/-409/,08858C
1507,Lateral visual area layer 1 (left),VISl1,-421,-997/-8/-567/-688/-695/-315/-669/-409/-421/,08858C
1508,Lateral visual area layer 2/3 (left),VISl2/3,-973,-997/-8/-567/-688/-695/-315/-669/-409/-973/,08858C
1509,Lateral visual area layer 4 (left),VISl4,-573,-997/-8/-567/-688/-695/-315/-669/-409/-573/,08858C
1510,Lateral visual area layer 5 (left),VISl5,-613,-997/-8/-567/-688/-695/-315/-669/-409/-613/,08858C
1511,Lateral visual area layer 6a (left),VISl6a,-74,-997/-8/-567/-688/-695/-315/-669/-409/-74/,08858C
1512,Lateral visual area layer 6b (left),VISl6b,-121,-997/-8/-567/-688/-695/-315/-669/-409/-121/,08858C
1513,Primary visual area (left),VISp,-385,-997/-8/-567/-688/-695/-315/-669/-385/,08858C
1514,Primary visual area layer 1 (left),VISp1,-593,-997/-8/-567/-688/-695/-315/-669/-385/-593/,08858C
1515,Primary visual area layer 2/3 (left),VISp2/3,-821,-997/-8/-567/-688/-695/-315/-669/-385/-821/,08858C
1516,Primary visual area layer 4 (left),VISp4,-721,-997/-8/-567/-688/-695/-315/-669/-385/-721/,08858C
1517,Primary visual area layer 5 (left),VISp5,-778,-997/-8/-567/-688/-695/-315/-669/-385/-778/,08858C
1518,Primary visual area layer 6a (left),VISp6a,-33,-997/-8/-567/-688/-695/-315/-669/-385/-33/,08858C
1519,Primary visual area layer 6b (left),VISp6b,-305,-997/-8/-567/-688/-695/-315/-669/-385/-305/,08858C
1520,Posterolateral visual area (left),VISpl,-425,-997/-8/-567/-688/-695/-315/-669/-425/,08858C
1521,Posterolateral visual area layer 1 (left),VISpl1,-750,-997/-8/-567/-688/-695/-315/-669/-425/-750/,08858C
1522,Posterolateral visual area layer 2/3 (left),VISpl2/3,-269,-997/-8/-567/-688/-695/-315/-669/-425/-269/,08858C
1523,Posterolateral visual area layer 4 (left),VISpl4,-869,-997/-8/-567/-688/-695/-315/-669/-425/-869/,08858C
1524,Posterolateral visual area layer 5 (left),VISpl5,-902,-997/-8/-567/-688/-695/-315/-669/-425/-902/,08858C
1525,Posterolateral visual area layer 6a (left),VISpl6a,-377,-997/-8/-567/-688/-695/-315/-669/-425/-377/,08858C
1526,Posterolateral visual area layer 6b (left),VISpl6b,-393,-997/-8/-567/-688/-695/-315/-669/-425/-393/,08858C
1527,posteromedial visual area (left),VISpm,-533,-997/-8/-567/-688/-695/-315/-669/-533/,08858C
1528,posteromedial visual area layer 1 (left),VISpm1,-805,-997/-8/-567/-688/-695/-315/-669/-533/-805/,08858C
1529,posteromedial visual area layer 2/3 (left),VISpm2/3,-41,-997/-8/-567/-688/-695/-315/-669/-533/-41/,08858C
1530,posteromedial visual area layer 4 (left),VISpm4,-501,-997/-8/-567/-688/-695/-315/-669/-533/-501/,08858C
1531,posteromedial visual area layer 5 (left),VISpm5,-565,-997/-8/-567/-688/-695/-315/-669/-533/-565/,08858C
1532,posteromedial visual area layer 6a (left),VISpm6a,-257,-997/-8/-567/-688/-695/-315/-669/-533/-257/,08858C
1533,posteromedial visual area layer 6b (left),VISpm6b,-469,-997/-8/-567/-688/-695/-315/-669/-533/-469/,08858C
1534,Laterointermediate area (left),VISli,-312782574,-997/-8/-567/-688/-695/-315/-669/-312782574/,08858C
1535,Laterointermediate area layer 1 (left),VISli1,-312782578,-997/-8/-567/-688/-695/-315/-669/-312782574/-312782578/,08858C
1536,Laterointermediate area layer 2/3 (left),VISli2/3,-312782582,-997/-8/-567/-688/-695/-315/-669/-312782574/-312782582/,08858C
1537,Laterointermediate area layer 4 (left),VISli4,-312782586,-997/-8/-567/-688/-695/-315/-669/-312782574/-312782586/,08858C
1538,Laterointermediate area layer 5 (left),VISli5,-312782590,-997/-8/-567/-688/-695/-315/-669/-312782574/-312782590/,08858C
1539,Laterointermediate area layer 6a (left),VISli6a,-312782594,-997/-8/-567/-688/-695/-315/-669/-312782574/-312782594/,08858C
1540,Laterointermediate area layer 6b (left),VISli6b,-312782598,-997/-8/-567/-688/-695/-315/-669/-312782574/-312782598/,08858C
1541,Postrhinal area (left),VISpor,-312782628,-997/-8/-567/-688/-695/-315/-669/-312782628/,08858C
1542,Postrhinal area layer 1 (left),VISpor1,-312782632,-997/-8/-567/-688/-695/-315/-669/-312782628/-312782632/,08858C
1543,Postrhinal area layer 2/3 (left),VISpor2/3,-312782636,-997/-8/-567/-688/-695/-315/-669/-312782628/-312782636/,08858C
1544,Postrhinal area layer 4 (left),VISpor4,-312782640,-997/-8/-567/-688/-695/-315/-669/-312782628/-312782640/,08858C
1545,Postrhinal area layer 5 (left),VISpor5,-312782644,-997/-8/-567/-688/-695/-315/-669/-312782628/-312782644/,08858C
1546,Postrhinal area layer 6a (left),VISpor6a,-312782648,-997/-8/-567/-688/-695/-315/-669/-312782628/-312782648/,08858C
1547,Postrhinal area layer 6b (left),VISpor6b,-312782652,-997/-8/-567/-688/-695/-315/-669/-312782628/-312782652/,08858C
1548,Anterior cingulate area (left),ACA,-31,-997/-8/-567/-688/-695/-315/-31/,40A666
1549,Anterior cingulate area layer 1 (left),ACA1,-572,-997/-8/-567/-688/-695/-315/-31/-572/,40A666
1550,Anterior cingulate area layer 2/3 (left),ACA2/3,-1053,-997/-8/-567/-688/-695/-315/-31/-1053/,40A666
1551,Anterior cingulate area layer 5 (left),ACA5,-739,-997/-8/-567/-688/-695/-315/-31/-739/,40A666
1552,Anterior cingulate area layer 6a (left),ACA6a,-179,-997/-8/-567/-688/-695/-315/-31/-179/,40A666
1553,Anterior cingulate area layer 6b (left),ACA6b,-227,-997/-8/-567/-688/-695/-315/-31/-227/,40A666
1554,Anterior cingulate area dorsal part (left),ACAd,-39,-997/-8/-567/-688/-695/-315/-31/-39/,40A666
1555,Anterior cingulate area dorsal part layer 1 (left),ACAd1,-935,-997/-8/-567/-688/-695/-315/-31/-39/-935/,40A666
1556,Anterior cingulate area dorsal part layer 2/3 (left),ACAd2/3,-211,-997/-8/-567/-688/-695/-315/-31/-39/-211/,40A666
1557,Anterior cingulate area dorsal part layer 5 (left),ACAd5,-1015,-997/-8/-567/-688/-695/-315/-31/-39/-1015/,40A666
1558,Anterior cingulate area dorsal part layer 6a (left),ACAd6a,-919,-997/-8/-567/-688/-695/-315/-31/-39/-919/,40A666
1559,Anterior cingulate area dorsal part layer 6b (left),ACAd6b,-927,-997/-8/-567/-688/-695/-315/-31/-39/-927/,40A666
1560,Anterior cingulate area ventral part (left),ACAv,-48,-997/-8/-567/-688/-695/-315/-31/-48/,40A666
1561,Anterior cingulate area ventral part layer 1 (left),ACAv1,-588,-997/-8/-567/-688/-695/-315/-31/-48/-588/,40A666
1562,Anterior cingulate area ventral part layer 2/3 (left),ACAv2/3,-296,-997/-8/-567/-688/-695/-315/-31/-48/-296/,40A666
1563,Anterior cingulate area ventral part layer 5 (left),ACAv5,-772,-997/-8/-567/-688/-695/-315/-31/-48/-772/,40A666
1564,Anterior cingulate area ventral part 6a (left),ACAv6a,-810,-997/-8/-567/-688/-695/-315/-31/-48/-810/,40A666
1565,Anterior cingulate area ventral part 6b (left),ACAv6b,-819,-997/-8/-567/-688/-695/-315/-31/-48/-819/,40A666
1566,Prelimbic area (left),PL,-972,-997/-8/-567/-688/-695/-315/-972/,2FA850
1567,Prelimbic area layer 1 (left),PL1,-171,-997/-8/-567/-688/-695/-315/-972/-171/,2FA850
1568,Prelimbic area layer 2 (left),PL2,-195,-997/-8/-567/-688/-695/-315/-972/-195/,2FA850
1569,Prelimbic area layer 2/3 (left),PL2/3,-304,-997/-8/-567/-688/-695/-315/-972/-304/,2FA850
1570,Prelimbic area layer 5 (left),PL5,-363,-997/-8/-567/-688/-695/-315/-972/-363/,2FA850
1571,Prelimbic area layer 6a (left),PL6a,-84,-997/-8/-567/-688/-695/-315/-972/-84/,2FA850
1572,Prelimbic area layer 6b (left),PL6b,-132,-997/-8/-567/-688/-695/-315/-972/-132/,2FA850
1573,Infralimbic area (left),ILA,-44,-997/-8/-567/-688/-695/-315/-44/,59B363
1574,Infralimbic area layer 1 (left),ILA1,-707,-997/-8/-567/-688/-695/-315/-44/-707/,59B363
1575,Infralimbic area layer 2 (left),ILA2,-747,-997/-8/-567/-688/-695/-315/-44/-747/,59B363
1576,Infralimbic area layer 2/3 (left),ILA2/3,-556,-997/-8/-567/-688/-695/-315/-44/-556/,59B363
1577,Infralimbic area layer 5 (left),ILA5,-827,-997/-8/-567/-688/-695/-315/-44/-827/,59B363
1578,Infralimbic area layer 6a (left),ILA6a,-1054,-997/-8/-567/-688/-695/-315/-44/-1054/,59B363
1579,Infralimbic area layer 6b (left),ILA6b,-1081,-997/-8/-567/-688/-695/-315/-44/-1081/,59B363
1580,Orbital area (left),ORB,-714,-997/-8/-567/-688/-695/-315/-714/,248A5E
1581,Orbital area layer 1 (left),ORB1,-264,-997/-8/-567/-688/-695/-315/-714/-264/,248A5E
1582,Orbital area layer 2/3 (left),ORB2/3,-492,-997/-8/-567/-688/-695/-315/-714/-492/,248A5E
1583,Orbital area layer 5 (left),ORB5,-352,-997/-8/-567/-688/-695/-315/-714/-352/,248A5E
1584,Orbital area layer 6a (left),ORB6a,-476,-997/-8/-567/-688/-695/-315/-714/-476/,248A5E
1585,Orbital area layer 6b (left),ORB6b,-516,-997/-8/-567/-688/-695/-315/-714/-516/,248A5E
1586,Orbital area lateral part (left),ORBl,-723,-997/-8/-567/-688/-695/-315/-714/-723/,248A5E
1587,Orbital area lateral part layer 1 (left),ORBl1,-448,-997/-8/-567/-688/-695/-315/-714/-723/-448/,248A5E
1588,Orbital area lateral part layer 2/3 (left),ORBl2/3,-412,-997/-8/-567/-688/-695/-315/-714/-723/-412/,248A5E
1589,Orbital area lateral part layer 5 (left),ORBl5,-630,-997/-8/-567/-688/-695/-315/-714/-723/-630/,248A5E
1590,Orbital area lateral part layer 6a (left),ORBl6a,-440,-997/-8/-567/-688/-695/-315/-714/-723/-440/,248A5E
1591,Orbital area lateral part layer 6b (left),ORBl6b,-488,-997/-8/-567/-688/-695/-315/-714/-723/-488/,248A5E
1592,Orbital area medial part (left),ORBm,-731,-997/-8/-567/-688/-695/-315/-714/-731/,248A5E
1593,Orbital area medial part layer 1 (left),ORBm1,-484,-997/-8/-567/-688/-695/-315/-714/-731/-484/,248A5E
1594,Orbital area medial part layer 2 (left),ORBm2,-524,-997/-8/-567/-688/-695/-315/-714/-731/-524/,248A5E
1595,Orbital area medial part layer 2/3 (left),ORBm2/3,-582,-997/-8/-567/-688/-695/-315/-714/-731/-582/,248A5E
1596,Orbital area medial part layer 5 (left),ORBm5,-620,-997/-8/-567/-688/-695/-315/-714/-731/-620/,248A5E
1597,Orbital area medial part layer 6a (left),ORBm6a,-910,-997/-8/-567/-688/-695/-315/-714/-731/-910/,248A5E
1598,Orbital area medial part layer 6b (left),ORBm6b,-527696977,-997/-8/-567/-688/-695/-315/-714/-731/-527696977/,248A5E
1599,Orbital area ventral part (left),ORBv,-738,-997/-8/-567/-688/-695/-315/-714/-738/,248A5E
1600,Orbital area ventrolateral part (left),ORBvl,-746,-997/-8/-567/-688/-695/-315/-714/-746/,248A5E
1601,Orbital area ventrolateral part layer 1 (left),ORBvl1,-969,-997/-8/-567/-688/-695/-315/-714/-746/-969/,248A5E
1602,Orbital area ventrolateral part layer 2/3 (left),ORBvl2/3,-288,-997/-8/-567/-688/-695/-315/-714/-746/-288/,248A5E
1603,Orbital area ventrolateral part layer 5 (left),ORBvl5,-1125,-997/-8/-567/-688/-695/-315/-714/-746/-1125/,248A5E
1604,Orbital area ventrolateral part layer 6a (left),ORBvl6a,-608,-997/-8/-567/-688/-695/-315/-714/-746/-608/,248A5E
1605,Orbital area ventrolateral part layer 6b (left),ORBvl6b,-680,-997/-8/-567/-688/-695/-315/-714/-746/-680/,248A5E
1606,Agranular insular area (left),AI,-95,-997/-8/-567/-688/-695/-315/-95/,219866
1607,Agranular insular area dorsal part (left),AId,-104,-997/-8/-567/-688/-695/-315/-95/-104/,219866
1608,Agranular insular area dorsal part layer 1 (left),AId1,-996,-997/-8/-567/-688/-695/-315/-95/-104/-996/,219866
1609,Agranular insular area dorsal part layer 2/3 (left),AId2/3,-328,-997/-8/-567/-688/-695/-315/-95/-104/-328/,219866
1610,Agranular insular area dorsal part layer 5 (left),AId5,-1101,-997/-8/-567/-688/-695/-315/-95/-104/-1101/,219866
1611,Agranular insular area dorsal part layer 6a (left),AId6a,-783,-997/-8/-567/-688/-695/-315/-95/-104/-783/,219866
1612,Agranular insular area dorsal part layer 6b (left),AId6b,-831,-997/-8/-567/-688/-695/-315/-95/-104/-831/,219866
1613,Agranular insular area posterior part (left),AIp,-111,-997/-8/-567/-688/-695/-315/-95/-111/,219866
1614,Agranular insular area posterior part layer 1 (left),AIp1,-120,-997/-8/-567/-688/-695/-315/-95/-111/-120/,219866
1615,Agranular insular area posterior part layer 2/3 (left),AIp2/3,-163,-997/-8/-567/-688/-695/-315/-95/-111/-163/,219866
1616,Agranular insular area posterior part layer 5 (left),AIp5,-344,-997/-8/-567/-688/-695/-315/-95/-111/-344/,219866
1617,Agranular insular area posterior part layer 6a (left),AIp6a,-314,-997/-8/-567/-688/-695/-315/-95/-111/-314/,219866
1618,Agranular insular area posterior part layer 6b (left),AIp6b,-355,-997/-8/-567/-688/-695/-315/-95/-111/-355/,219866
1619,Agranular insular area ventral part (left),AIv,-119,-997/-8/-567/-688/-695/-315/-95/-119/,219866
1620,Agranular insular area ventral part layer 1 (left),AIv1,-704,-997/-8/-567/-688/-695/-315/-95/-119/-704/,219866
1621,Agranular insular area ventral part layer 2/3 (left),AIv2/3,-694,-997/-8/-567/-688/-695/-315/-95/-119/-694/,219866
1622,Agranular insular area ventral part layer 5 (left),AIv5,-800,-997/-8/-567/-688/-695/-315/-95/-119/-800/,219866
1623,Agranular insular area ventral part layer 6a (left),AIv6a,-675,-997/-8/-567/-688/-695/-315/-95/-119/-675/,219866
1624,Agranular insular area ventral part layer 6b (left),AIv6b,-699,-997/-8/-567/-688/-695/-315/-95/-119/-699/,219866
1625,Retrosplenial area (left),RSP,-254,-997/-8/-567/-688/-695/-315/-254/,1AA698
1626,Retrosplenial area lateral agranular part (left),RSPagl,-894,-997/-8/-567/-688/-695/-315/-254/-894/,1AA698
1627,Retrosplenial area lateral agranular part layer 1 (left),RSPagl1,-671,-997/-8/-567/-688/-695/-315/-254/-894/-671/,1AA698
1628,Retrosplenial area lateral agranular part layer 2/3 (left),RSPagl2/3,-965,-997/-8/-567/-688/-695/-315/-254/-894/-965/,1AA698
1629,Retrosplenial area lateral agranular part layer 5 (left),RSPagl5,-774,-997/-8/-567/-688/-695/-315/-254/-894/-774/,1AA698
1630,Retrosplenial area lateral agranular part layer 6a (left),RSPagl6a,-906,-997/-8/-567/-688/-695/-315/-254/-894/-906/,1AA698
1631,Retrosplenial area lateral agranular part layer 6b (left),RSPagl6b,-279,-997/-8/-567/-688/-695/-315/-254/-894/-279/,1AA698
1632,Mediomedial anterior visual area (left),VISmma,-480149258,-997/-8/-567/-688/-695/-315/-254/-894/-480149258/,1AA698
1633,Mediomedial anterior visual area layer 1 (left),VISmma1,-480149262,-997/-8/-567/-688/-695/-315/-254/-894/-480149258/-480149262/,1AA698
1634,Mediomedial anterior visual area layer 2/3 (left),VISmma2/3,-480149266,-997/-8/-567/-688/-695/-315/-254/-894/-480149258/-480149266/,1AA698
1635,Mediomedial anterior visual area layer 4 (left),VISmma4,-480149270,-997/-8/-567/-688/-695/-315/-254/-894/-480149258/-480149270/,1AA698
1636,Mediomedial anterior visual arealayer 5 (left),VISmma5,-480149274,-997/-8/-567/-688/-695/-315/-254/-894/-480149258/-480149274/,1AA698
1637,Mediomedial anterior visual area layer 6a (left),VISmma6a,-480149278,-997/-8/-567/-688/-695/-315/-254/-894/-480149258/-480149278/,1AA698
1638,Mediomedial anterior visual area layer 6b (left),VISmma6b,-480149282,-997/-8/-567/-688/-695/-315/-254/-894/-480149258/-480149282/,1AA698
1639,Mediomedial posterior visual area (left),VISmmp,-480149286,-997/-8/-567/-688/-695/-315/-254/-894/-480149286/,1AA698
1640,Mediomedial posterior visual area layer 1 (left),VISmmp1,-480149290,-997/-8/-567/-688/-695/-315/-254/-894/-480149286/-480149290/,1AA698
1641,Mediomedial posterior visual area layer 2/3 (left),VISmmp2/3,-480149294,-997/-8/-567/-688/-695/-315/-254/-894/-480149286/-480149294/,1AA698
1642,Mediomedial posterior visual area layer 4 (left),VISmmp4,-480149298,-997/-8/-567/-688/-695/-315/-254/-894/-480149286/-480149298/,1AA698
1643,Mediomedial posterior visual arealayer 5 (left),VISmmp5,-480149302,-997/-8/-567/-688/-695/-315/-254/-894/-480149286/-480149302/,1AA698
1644,Mediomedial posterior visual area layer 6a (left),VISmmp6a,-480149306,-997/-8/-567/-688/-695/-315/-254/-894/-480149286/-480149306/,1AA698
1645,Mediomedial posterior visual area layer 6b (left),VISmmp6b,-480149310,-997/-8/-567/-688/-695/-315/-254/-894/-480149286/-480149310/,1AA698
1646,Medial visual area (left),VISm,-480149314,-997/-8/-567/-688/-695/-315/-254/-894/-480149314/,1AA698
1647,Medial visual area layer 1 (left),VISm1,-480149318,-997/-8/-567/-688/-695/-315/-254/-894/-480149314/-480149318/,1AA698
1648,Medial visual area layer 2/3 (left),VISm2/3,-480149322,-997/-8/-567/-688/-695/-315/-254/-894/-480149314/-480149322/,1AA698
1649,Medial visual area layer 4 (left),VISm4,-480149326,-997/-8/-567/-688/-695/-315/-254/-894/-480149314/-480149326/,1AA698
1650,Medial visual arealayer 5 (left),VISm5,-480149330,-997/-8/-567/-688/-695/-315/-254/-894/-480149314/-480149330/,1AA698
1651,Medial visual area layer 6a (left),VISm6a,-480149334,-997/-8/-567/-688/-695/-315/-254/-894/-480149314/-480149334/,1AA698
1652,Medial visual area layer 6b (left),VISm6b,-480149338,-997/-8/-567/-688/-695/-315/-254/-894/-480149314/-480149338/,1AA698
1653,Retrosplenial area dorsal part (left),RSPd,-879,-997/-8/-567/-688/-695/-315/-254/-879/,1AA698
1654,Retrosplenial area dorsal part layer 1 (left),RSPd1,-442,-997/-8/-567/-688/-695/-315/-254/-879/-442/,1AA698
1655,Retrosplenial area dorsal part layer 2/3 (left),RSPd2/3,-434,-997/-8/-567/-688/-695/-315/-254/-879/-434/,1AA698
1656,Retrosplenial area dorsal part layer 4 (left),RSPd4,-545,-997/-8/-567/-688/-695/-315/-254/-879/-545/,1AA698
1657,Retrosplenial area dorsal part layer 5 (left),RSPd5,-610,-997/-8/-567/-688/-695/-315/-254/-879/-610/,1AA698
1658,Retrosplenial area dorsal part layer 6a (left),RSPd6a,-274,-997/-8/-567/-688/-695/-315/-254/-879/-274/,1AA698
1659,Retrosplenial area dorsal part layer 6b (left),RSPd6b,-330,-997/-8/-567/-688/-695/-315/-254/-879/-330/,1AA698
1660,Retrosplenial area ventral part (left),RSPv,-886,-997/-8/-567/-688/-695/-315/-254/-886/,1AA698
1661,Retrosplenial area ventral part layer 1 (left),RSPv1,-542,-997/-8/-567/-688/-695/-315/-254/-886/-542/,1AA698
1662,Retrosplenial area ventral part layer 2 (left),RSPv2,-606,-997/-8/-567/-688/-695/-315/-254/-886/-606/,1AA698
1663,Retrosplenial area ventral part layer 2/3 (left),RSPv2/3,-430,-997/-8/-567/-688/-695/-315/-254/-886/-430/,1AA698
1664,Retrosplenial area ventral part layer 5 (left),RSPv5,-687,-997/-8/-567/-688/-695/-315/-254/-886/-687/,1AA698
1665,Retrosplenial area ventral part layer 6a (left),RSPv6a,-590,-997/-8/-567/-688/-695/-315/-254/-886/-590/,1AA698
1666,Retrosplenial area ventral part layer 6b (left),RSPv6b,-622,-997/-8/-567/-688/-695/-315/-254/-886/-622/,1AA698
1667,Posterior parietal association areas (left),PTLp,-22,-997/-8/-567/-688/-695/-315/-22/,009FAC
1668,Posterior parietal association areas layer 1 (left),PTLp1,-532,-997/-8/-567/-688/-695/-315/-22/-532/,009FAC
1669,Posterior parietal association areas layer 2/3 (left),PTLp2/3,-241,-997/-8/-567/-688/-695/-315/-22/-241/,009FAC
1670,Posterior parietal association areas layer 4 (left),PTLp4,-635,-997/-8/-567/-688/-695/-315/-22/-635/,009FAC
1671,Posterior parietal association areas layer 5 (left),PTLp5,-683,-997/-8/-567/-688/-695/-315/-22/-683/,009FAC
1672,Posterior parietal association areas layer 6a (left),PTLp6a,-308,-997/-8/-567/-688/-695/-315/-22/-308/,009FAC
1673,Posterior parietal association areas layer 6b (left),PTLp6b,-340,-997/-8/-567/-688/-695/-315/-22/-340/,009FAC
1674,Anterior area (left),VISa,-312782546,-997/-8/-567/-688/-695/-315/-22/-312782546/,009FAC
1675,Anterior area layer 1 (left),VISa1,-312782550,-997/-8/-567/-688/-695/-315/-22/-312782546/-312782550/,009FAC
1676,Anterior area layer 2/3 (left),VISa2/3,-312782554,-997/-8/-567/-688/-695/-315/-22/-312782546/-312782554/,009FAC
1677,Anterior area layer 4 (left),VISa4,-312782558,-997/-8/-567/-688/-695/-315/-22/-312782546/-312782558/,009FAC
1678,Anterior area layer 5 (left),VISa5,-312782562,-997/-8/-567/-688/-695/-315/-22/-312782546/-312782562/,009FAC
1679,Anterior area layer 6a (left),VISa6a,-312782566,-997/-8/-567/-688/-695/-315/-22/-312782546/-312782566/,009FAC
1680,Anterior area layer 6b (left),VISa6b,-312782570,-997/-8/-567/-688/-695/-315/-22/-312782546/-312782570/,009FAC
1681,Rostrolateral visual area (left),VISrl,-417,-997/-8/-567/-688/-695/-315/-22/-417/,009FAC
1682,Rostrolateral area layer 1 (left),VISrl1,-312782604,-997/-8/-567/-688/-695/-315/-22/-417/-312782604/,009FAC
1683,Rostrolateral area layer 2/3 (left),VISrl2/3,-312782608,-997/-8/-567/-688/-695/-315/-22/-417/-312782608/,009FAC
1684,Rostrolateral area layer 4 (left),VISrl4,-312782612,-997/-8/-567/-688/-695/-315/-22/-417/-312782612/,009FAC
1685,Rostrolateral area layer 5 (left),VISrl5,-312782616,-997/-8/-567/-688/-695/-315/-22/-417/-312782616/,009FAC
1686,Rostrolateral area layer 6a (left),VISrl6a,-312782620,-997/-8/-567/-688/-695/-315/-22/-417/-312782620/,009FAC
1687,Rostrolateral area layer 6b (left),VISrl6b,-312782624,-997/-8/-567/-688/-695/-315/-22/-417/-312782624/,009FAC
1688,Temporal association areas (left),TEa,-541,-997/-8/-567/-688/-695/-315/-541/,15B0B3
1689,Temporal association areas layer 1 (left),TEa1,-97,-997/-8/-567/-688/-695/-315/-541/-97/,15B0B3
1690,Temporal association areas layer 2/3 (left),TEa2/3,-1127,-997/-8/-567/-688/-695/-315/-541/-1127/,15B0B3
1691,Temporal association areas layer 4 (left),TEa4,-234,-997/-8/-567/-688/-695/-315/-541/-234/,15B0B3
1692,Temporal association areas layer 5 (left),TEa5,-289,-997/-8/-567/-688/-695/-315/-541/-289/,15B0B3
1693,Temporal association areas layer 6a (left),TEa6a,-729,-997/-8/-567/-688/-695/-315/-541/-729/,15B0B3
1694,Temporal association areas layer 6b (left),TEa6b,-786,-997/-8/-567/-688/-695/-315/-541/-786/,15B0B3
1695,Perirhinal area (left),PERI,-922,-997/-8/-567/-688/-695/-315/-922/,0
1696,Perirhinal area layer 1 (left),PERI1,-540,-997/-8/-567/-688/-695/-315/-922/-540/,0
1697,Perirhinal area layer 2/3 (left),PERI2/3,-888,-997/-8/-567/-688/-695/-315/-922/-888/,0
1698,Perirhinal area layer 5 (left),PERI5,-692,-997/-8/-567/-688/-695/-315/-922/-692/,0
1699,Perirhinal area layer 6a (left),PERI6a,-335,-997/-8/-567/-688/-695/-315/-922/-335/,0
1700,Perirhinal area layer 6b (left),PERI6b,-368,-997/-8/-567/-688/-695/-315/-922/-368/,0
1701,Ectorhinal area (left),ECT,-895,-997/-8/-567/-688/-695/-315/-895/,0D9F91
1702,Ectorhinal area/Layer 1 (left),ECT1,-836,-997/-8/-567/-688/-695/-315/-895/-836/,0D9F91
1703,Ectorhinal area/Layer 2/3 (left),ECT2/3,-427,-997/-8/-567/-688/-695/-315/-895/-427/,0D9F91
1704,Ectorhinal area/Layer 5 (left),ECT5,-988,-997/-8/-567/-688/-695/-315/-895/-988/,0D9F91
1705,Ectorhinal area/Layer 6a (left),ECT6a,-977,-997/-8/-567/-688/-695/-315/-895/-977/,0D9F91
1706,Ectorhinal area/Layer 6b (left),ECT6b,-1045,-997/-8/-567/-688/-695/-315/-895/-1045/,0D9F91
1707,Olfactory areas (left),OLF,-698,-997/-8/-567/-688/-695/-698/,9AD2BD
1708,Main olfactory bulb (left),MOB,-507,-997/-8/-567/-688/-695/-698/-507/,9AD2BD
1709,Main olfactory bulb glomerular layer (left),MOBgl,-212,-997/-8/-567/-688/-695/-698/-507/-212/,82C7AE
1710,Main olfactory bulb granule layer (left),MOBgr,-220,-997/-8/-567/-688/-695/-698/-507/-220/,82C7AE
1711,Main olfactory bulb inner plexiform layer (left),MOBipl,-228,-997/-8/-567/-688/-695/-698/-507/-228/,9AD2BD
1712,Main olfactory bulb mitral layer (left),MOBmi,-236,-997/-8/-567/-688/-695/-698/-507/-236/,82C7AE
1713,Main olfactory bulb outer plexiform layer (left),MOBopl,-244,-997/-8/-567/-688/-695/-698/-507/-244/,9AD2BD
1714,Accessory olfactory bulb (left),AOB,-151,-997/-8/-567/-688/-695/-698/-151/,9DF0D2
1715,Accessory olfactory bulb glomerular layer (left),AOBgl,-188,-997/-8/-567/-688/-695/-698/-151/-188/,9DF0D2
1716,Accessory olfactory bulb granular layer (left),AOBgr,-196,-997/-8/-567/-688/-695/-698/-151/-196/,95E4C8
1717,Accessory olfactory bulb mitral layer (left),AOBmi,-204,-997/-8/-567/-688/-695/-698/-151/-204/,9DF0D2
